d000.s106.t007	v	beheld	behold%2:39:00::
d000.s106.t009	n	stranger	stranger%1:18:00::
d000.s106.t010	v	sitting	sit%2:35:00::
d000.s106.t013	n	table	table%1:06:01::
d000.s106.t015	v	smiling	smile%2:29:00::
d000.s106.t017	a	secret	secret%5:00:03:covert:00
d000.s106.t018	n	smile	smile%1:10:00::
d000.s106.t025	v	were	be%2:42:06::
d000.s106.t026	a	fellow	fellow%5:00:00:related:02
d000.s106.t027	n	conspirators	conspirator%1:18:00::
d000.s107.t004	v	noticed	notice%2:39:00::
d000.s107.t008	v	was	be%2:42:03::
d000.s107.t010	n	name	name%1:10:00::
d000.s107.t020	v	seen	see%2:39:00::
d000.s107.t022	v	sit_down	sit_down%2:38:00::
d000.s108.t001	n	man	man%1:18:00::
d000.s108.t002	v	was	be%2:42:03::
d000.s108.t003	a	uncanny	uncanny%5:00:00:unnatural:00
d000.s108.t007	n	shadow	shadow%1:26:01::
d000.s108.t010	v	made	make%2:36:00::
d000.s108.t012	a	much	much%3:00:00::
d000.s108.t013	n	noise	noise%1:11:00::
d000.s108.t016	n	shadow	shadow%1:26:01::
d000.s109.t001	v	felt_like	feel_like%2:37:00::
d000.s109.t004	v	shrinking	shrink%2:38:00::
d000.s109.t007	r	out_of_sight	out_of_sight%5:00:00:invisible:00
d000.s109.t011	v	was	U
d000.s109.t013	v	trapped	trap%2:41:00::
d000.s109.t017	n	corner	corner%1:06:02::
d000.s109.t020	a	wiry	wiry%5:00:00:thin:03
d000.s109.t022	a	dark	dark%5:00:00:brunet:00
d000.s109.t023	a	little	little%3:00:01::
d000.s109.t024	n	man	man%1:18:00::
d000.s110.t001	v	began	begin%2:30:00::
d000.s110.t004	v	wish	wish%2:37:00::
d000.s110.t009	v	shouted	shout%2:32:01::
d000.s110.t011	a	other	other%5:00:00:past:00
d000.s110.t012	n	evening	evening%1:28:00::
d000.s110.t015	n	truck	truck%1:06:00::
d000.s110.t016	v	bore_down	bear_down%2:33:03::
d000.s110.t020	n	crossing	crossing%1:06:01::
d000.s111.t002	v	going	Unknow
d000.s111.t005	v	be	be%2:42:03::
d000.s111.t006	v	saddled	saddle%2:35:10::
d000.s111.t013	n	creep	creep%1:18:00::
d000.s111.t016	n	bar-buddy	bar%1:06:04::
d000.s112.t002	v	have	have%2:42:05::
d000.s112.t005	v	start	start%2:30:01::
d000.s112.t007	v	going	go%2:38:00::
d000.s112.t012	a	other	other%3:00:00::
d000.s112.t013	n	places	place%1:15:04::
d000.s113.t002	a	low	low%5:00:00:soft:04
d000.s113.t003	n	voice	voice%1:07:00::
d000.s113.t007	v	whispering	whisper%2:32:00::
d000.s113.t010	n	man	man%1:18:00::
d000.s113.t012	v	asked	ask%2:32:02::
d000.s113.t016	v	was	be%2:42:03::
d000.s113.t017	a	happy	happy%5:00:00:contented:00
d000.s113.t020	n	way	way%1:07:01::
d000.s113.t022	n	landlord	landlord%1:18:00::
d000.s113.t025	v	taken_off	take_off%2:30:00::
d000.s113.t029	n	back	back%1:08:00::
d000.s114.t001	v	made	make%2:41:13::
d000.s114.t003	n	mistake	mistake%1:04:00::
d000.s114.t006	v	answering	answer%2:32:00::
d000.s114.t009	a	offhand	offhand%5:00:00:careless:00
d000.s114.t010	n	way	way%1:07:01::
d000.s114.t014	v	realized	realize%2:31:00::
d000.s114.t017	n	skepticism	skepticism%1:09:00::
d000.s114.t020	v	showed	show%2:32:02::
d000.s114.t023	n	face	face%1:07:03::
d000.s114.t025	n	voice	voice%1:07:00::
d000.s115.t001	v	frowned	frown%2:29:00::
d000.s115.t005	v	became	become%2:30:00::
d000.s115.t006	a	sad	sad%3:00:00::
d000.s115.t008	a	moody	moody%5:00:00:ill-natured:00
d000.s116.t003	v	want	want%2:37:00::
d000.s116.t006	v	encourage	encourage%2:32:00::
d000.s116.t008	n	company	company%1:26:00::
d000.s116.t011	v	felt	feel%2:31:00::
d000.s116.t016	v	buy	buy%2:40:00::
d000.s116.t019	n	drink	drink%1:13:04::
d000.s116.t024	v	prevent	prevent%2:41:01::
d000.s116.t025	a	possible	possible%3:00:04::
d000.s116.t026	n	trouble	trouble%1:11:01::
d000.s117.t002	v	was	be%2:42:04::
d000.s117.t004	n	trouble	trouble%1:11:01::
d000.s118.t001	n	guy	guy%1:18:00::
d000.s118.t002	v	sulked	sulk%2:37:00::
d000.s118.t005	n	drink	drink%1:13:04::
d000.s118.t008	v	upset	upset%2:37:01::
d000.s118.t012	n	lack	lack%1:26:00::
d000.s118.t014	n	appreciation	appreciation%1:10:00::
d000.s119.t002	v	break	break%2:30:02::
d000.s119.t004	a	uncomfortable	uncomfortable%3:00:01::
d000.s119.t005	n	silence	silence%1:26:00::
d000.s119.t008	v	began	begin%2:30:00::
d000.s119.t011	v	talk	talk%2:32:01::
d000.s120.t001	n	time	Unknow
d000.s120.t005	n	drinks	drink%1:13:04::
d000.s120.t010	v	complaining	complain%2:32:00::
d000.s120.t014	n	wife	wife%1:18:00::
d000.s120.t017	v	was	be%2:40:00::
d000.s120.t020	n	subject	subject%1:10:00::
d000.s120.t023	n	minutes	minute%1:28:00::
d000.s120.t028	v	noticed	notice%2:39:00::
d000.s120.t030	a	renewed	renewed%5:00:00:revived:00
d000.s120.t031	n	interest	interest%1:09:00::
d000.s120.t034	n	listener	listener%1:18:00::
d000.s120.t037	v	showed	show%2:32:02::
d000.s120.t040	a	alert	alert%3:00:00::
d000.s120.t041	n	face	face%1:07:03::
d000.s120.t045	a	bright	bright%5:00:00:happy:00
d000.s120.t046	n	eyes	eye%1:08:00::
d000.s121.t002	v	paused	pause%2:42:00::
d000.s121.t005	v	moisten	moisten%2:30:00::
d000.s121.t007	n	throat	throat%1:08:00::
d000.s121.t010	n	stranger	stranger%1:18:00::
d000.s121.t011	v	broke_in	break_in%2:32:00::
d000.s122.t004	v	pay	pay%2:40:14::
d000.s122.t006	n	bills	bill%1:10:01::
d000.s123.t002	v	runs_around	run_around%2:38:00::
d000.s123.t005	a	other	other%5:00:00:added:00
d000.s123.t006	n	men	man%1:18:00::
d000.s123.t011	v	hate	hate%2:37:00::
d000.s123.t015	v	say	say%2:32:01::
d000.s123.t021	v	divorce	divorce%2:41:00::
d000.s124.t001	v	scowled	scowl%2:29:00::
d000.s125.t002	n	bitch	bitch%1:18:00::
d000.s125.t004	v	love	love%2:37:02::
d000.s125.t006	n	divorce	divorce%1:04:00::
d000.s125.t010	v	growled	growl%2:32:00::
d000.s126.t004	v	get	get%2:40:00::
d000.s126.t005	n	half	half%1:23:00::
d000.s126.t010	v	have	have%2:40:04::
d000.s127.t000	n	Community_property	community_property%1:21:00::
d000.s127.t002	n	deal	deal%1:10:00::
d000.s127.t005	v	know	know%2:31:02::
d000.s128.t002	v	have	have%2:42:05::
d000.s128.t005	v	sell_out	sell_out%2:40:00::
d000.s128.t008	n	business	business%1:14:00::
d000.s128.t011	v	pay_off	pay_off%2:40:00::
d000.s128.t016	n	share	share%1:21:00::
d000.s129.t002	v	drop	Unknow
d000.s130.t001	v	nodded	nod%2:32:01::
d000.s132.t002	v	see	see%2:31:01::
d000.s133.t002	v	understand	understand%2:31:00::
d000.s133.t007	v	been	be%2:42:05::
d000.s133.t010	n	state	state%1:15:01::
d000.s134.t001	v	came	come%2:38:00::
d000.s134.t006	v	retire	retire%2:41:01::
d000.s135.t001	v	's	be%2:42:06::
d000.s135.t007	v	do	do%2:41:02::
d000.s135.t009	a	free	free%5:00:00:unpaid:00
d000.s135.t010	n	job	job%1:04:02::
d000.s136.t003	v	told	tell%2:32:00::
d000.s137.t001	v	felt	feel%2:37:00::
d000.s137.t003	n	twinge	twinge%1:12:00::
d000.s137.t005	n	annoyance	annoyance%1:12:00::
d000.s137.t008	v	heard	hear%2:39:00::
d000.s137.t011	a	familiar	familiar%3:00:00::
d000.s137.t012	n	line	line%1:09:01::
d000.s138.t002	a	wild	wild%3:00:02::
d000.s138.t003	n	thought	thought%1:09:01::
d000.s138.t004	v	ran	run%2:38:11::
d000.s138.t005	n	circles	circle%1:04:00::
d000.s138.t008	a	clouded	clouded%5:00:00:confused:00
d000.s138.t009	n	brain	brain%1:09:01::
d000.s139.t001	v	Suppose	suppose%2:32:00::
d000.s139.t006	v	suppose	suppose%2:32:00::
d000.s139.t010	n	guy	guy%1:18:00::
d000.s139.t011	v	was	be%2:42:06::
d000.s139.t015	v	said	say%2:32:01::
d000.s139.t018	v	was	be%2:42:06::
d000.s140.t001	a	retired	retired%5:00:00:inactive:08
d000.s140.t002	a	professional	professional%3:00:01::
d000.s140.t003	n	killer	killer%1:18:00::
d000.s141.t002	v	was	be%2:42:06::
d000.s141.t005	n	nut	nut%1:18:02::
d000.s141.t008	n	harm	harm%1:11:01::
d000.s141.t010	v	done	do%2:36:02::
d000.s142.t003	v	was	be%2:42:06::
d000.s142.t005	n	real_thing	real_thing%1:07:00::
d000.s142.t010	v	do	do%2:41:04::
d000.s142.t011	n	something	something%1:03:00::
d000.s143.t001	v	felt	feel%2:37:00::
d000.s143.t003	a	cunning	cunning%5:00:00:artful:00
d000.s143.t006	a	proud	proud%3:00:00::
d000.s143.t011	v	played	play%2:34:13::
d000.s143.t014	a	other	other%3:00:00::
d000.s143.t015	n	man	man%1:18:00::
d000.s143.t017	n	soft_spot	soft_spot%1:07:00::
d000.s144.t002	n	offense	offense%1:04:02::
d000.s144.t003	v	intended	intend%2:31:00::
d000.s144.t007	v	said	say%2:32:15::
d000.s145.t003	v	's	be%2:42:06::
d000.s145.t010	v	know	know%2:31:01::
d000.s146.t001	n	cops	cop%1:18:00::
d000.s146.t004	v	suspect	suspect%2:32:02::
d000.s146.t006	n	thing	thing%1:11:00::
d000.s146.t010	v	thought	think%2:31:03::
d000.s146.t013	v	was	be%2:42:03::
d000.s146.t015	n	coincidence	coincidence%1:11:00::
d000.s147.t006	v	know	know%2:31:00::
d000.s148.t003	v	been	be%2:42:03::
d000.s148.t005	n	accident	accident%1:11:01::
d000.s149.t001	v	shrugged	shrug%2:29:00::
d000.s150.t004	v	say	say%2:32:01::
d000.s150.t007	v	managed	manage%2:41:09::
d000.s151.t001	n	stranger	stranger%1:18:00::
d000.s151.t003	v	hooked	hook%2:32:09::
d000.s152.t001	n	eyes	eye%1:08:00::
d000.s152.t002	v	burned	burn%2:43:01::
d000.s153.t007	v	muttered	mutter%2:32:01::
d000.s154.t002	r	Of_course	of_course%4:02:00::
d000.s154.t004	v	looked	look%2:39:01::
d000.s154.t007	n	accident	accident%1:11:01::
d000.s155.t002	v	work	work%2:36:01::
d000.s155.t005	n	way	way%1:07:01::
d000.s155.t011	n	time	time%1:28:06::
d000.s155.t014	n	customer	customer%1:18:00::
d000.s155.t015	v	has	have%2:40:00::
d000.s155.t017	n	alibi	alibi%1:10:00::
d000.s156.t001	v	Let	let%2:32:02::
d000.s156.t003	v	prove	prove%2:41:03::
d000.s157.t001	v	think	think%2:31:01::
d000.s157.t005	v	manage	manage%2:41:09::
d000.s157.t008	n	favor	favor%1:04:00::
d000.s158.t001	v	waited	wait%2:31:00::
d000.s159.t001	v	swished	swish%2:39:00::
d000.s159.t003	n	liquor	liquor%1:13:00::
d000.s159.t006	n	bottom	bottom%1:15:01::
d000.s159.t009	n	glass	glass%1:06:00::
